PanelID,X,Y,Max_Visibi,Average_Da,geometry
18261,-9.378191,38.847012,69,1881.0,POINT (-9.378190999999999 38.847012)
31950,-8.661408,41.19019,69,1881.0,POINT (-8.661408 41.19019)
17705,-9.016117,38.522165,69,1881.0,POINT (-9.016116999999999 38.522165)
15581,-8.644662,41.169422,69,1883.0,POINT (-8.644662 41.169422)
19983,-8.526064,41.23304,69,1884.0,POINT (-8.526064 41.23304)
9123,-9.122083,38.761716,69,1884.0,POINT (-9.122083 38.761716)
25262,-9.148183,38.787646,69,1884.0,POINT (-9.148183 38.787646)
20190,-8.723039,41.335523,69,1884.0,POINT (-8.723039 41.335523)
22281,-7.918134,38.567294,69,1885.0,POINT (-7.918134 38.567294)
17600,-8.866619,38.538857,69,1886.0,POINT (-8.866619 38.538857)
250,-9.40685,38.71971,71,1887.0,POINT (-9.40685 38.71971)
4531,-9.391112,38.702326,69,1887.0,POINT (-9.391112 38.702326)
23788,-9.127332,38.73861,69,1889.0,POINT (-9.127331999999999 38.73861)
5246,-8.454446,40.277679,69,1889.0,POINT (-8.454446000000001 40.277679)
2791,-8.624432,41.53242,89,1889.0,POINT (-8.624432000000001 41.53242)
21593,-9.239209,38.776592,69,1890.0,POINT (-9.239209000000001 38.776592)
31285,-8.606233,41.119739,69,1890.0,POINT (-8.606233 41.119739)
17988,-9.378059,38.800593,69,1890.0,POINT (-9.378059 38.800593)
17587,-8.885415,38.539148,69,1891.0,POINT (-8.885415 38.539148)
5536,-8.407379,40.221512,69,1891.0,POINT (-8.407379000000001 40.221512)
3449,-8.856076,41.812602,69,1891.0,POINT (-8.856076 41.812602)
1825,-9.146825,38.687895,69,1891.0,POINT (-9.146825 38.687895)
31940,-8.660874,41.190286,69,1891.0,POINT (-8.660874 41.190286)
6836,-8.671618,37.110575,69,1892.0,POINT (-8.671618 37.110575)
17859,-9.373582,38.791677,69,1892.0,POINT (-9.373582000000001 38.791677)
30009,-8.163607,41.444875,145,1893.0,POINT (-8.163607000000001 41.444875)
17658,-8.8713,38.525792,69,1893.0,POINT (-8.8713 38.525792)
45311,-9.365881,38.819448,69,1893.0,POINT (-9.365881 38.819448)
14344,-9.284406,38.728388,69,1894.0,POINT (-9.284406000000001 38.728388)
32176,-8.637779,41.003196,69,1895.0,POINT (-8.637779 41.003196)
25869,-8.591938,41.253493,69,1896.0,POINT (-8.591938000000001 41.253493)
31282,-8.606153,41.119769,69,1898.0,POINT (-8.606153000000001 41.119769)
20852,-8.608921,41.138112,69,1898.0,POINT (-8.608921 41.138112)
46580,-8.758272,41.377857,69,1898.0,POINT (-8.758272 41.377857)
9866,-9.129455,38.762456,69,1898.0,POINT (-9.129455 38.762456)
6327,-7.248934,40.548946,145,1899.0,POINT (-7.248934 40.548946)
3636,-9.420908,38.716342,69,1899.0,POINT (-9.420908000000001 38.716342)
47731,-8.626338,41.53922,145,1900.0,POINT (-8.626338000000001 41.53922)
5229,-8.459498,40.205705,69,1900.0,POINT (-8.459498 40.205705)
30757,-8.74009,41.359264,69,1901.0,POINT (-8.74009 41.359264)
22170,-8.632014,40.98149,69,1901.0,POINT (-8.632014 40.98149)
21080,-9.1503,38.747794,69,1901.0,POINT (-9.1503 38.747794)
17465,-8.855953,38.522835,69,1901.0,POINT (-8.855953 38.522835)
25187,-9.118195,38.720384,69,1902.0,POINT (-9.118195 38.720384)
31960,-8.654511,41.18818,69,1903.0,POINT (-8.654510999999999 41.18818)
8289,-9.145325,38.736381,69,1903.0,POINT (-9.145325 38.736381)
12679,-9.047664,38.655378,69,1903.0,POINT (-9.047663999999999 38.655378)
17828,-9.386402,38.798693,69,1904.0,POINT (-9.386402 38.798693)
29381,-9.153959,38.723753,69,1904.0,POINT (-9.153959 38.723753)
31942,-8.6609,41.190282,69,1905.0,POINT (-8.6609 41.190282)
31551,-9.149665,38.636842,69,1906.0,POINT (-9.149665000000001 38.636842)
27855,-8.47127,41.311478,69,1906.0,POINT (-8.471270000000001 41.311478)
12415,-8.685455,41.173739,69,1906.0,POINT (-8.685454999999999 41.173739)
31704,-8.673954,41.179197,69,1907.0,POINT (-8.673954 41.179197)
2868,-9.054489,38.662193,69,1907.0,POINT (-9.054489 38.662193)
5618,-8.406933,40.205103,69,1907.0,POINT (-8.406933 40.205103)
6766,-8.667998,40.601474,145,1908.0,POINT (-8.667998000000001 40.601474)
8265,-9.148098,38.721426,69,1909.0,POINT (-9.148097999999999 38.721426)
5534,-8.407547,40.22145,69,1909.0,POINT (-8.407546999999999 40.22145)
29380,-9.153972,38.723769,69,1910.0,POINT (-9.153972 38.723769)
21818,-9.247177,38.757493,69,1911.0,POINT (-9.247177000000001 38.757493)
24826,-9.11887,38.743549,69,1911.0,POINT (-9.118869999999999 38.743549)
449,-9.360311,38.728555,71,1912.0,POINT (-9.360310999999999 38.728555)
24828,-9.118464,38.744196,69,1912.0,POINT (-9.118463999999999 38.744196)
17230,-9.103843,38.45965,69,1913.0,POINT (-9.103842999999999 38.45965)
23629,-9.113685,38.761586,69,1913.0,POINT (-9.113685 38.761586)
1865,-9.203123,38.65963,69,1913.0,POINT (-9.203123 38.65963)
27836,-8.566822,40.998856,69,1915.0,POINT (-8.566822 40.998856)
12929,-9.108054,38.867084,69,1915.0,POINT (-9.108053999999999 38.867084)
25407,-9.200857,38.710922,69,1916.0,POINT (-9.200856999999999 38.710922)
49285,-9.170877,38.767774,88,1916.0,POINT (-9.170877000000001 38.767774)
16694,-8.544513,37.138639,69,1917.0,POINT (-8.544513 37.138639)
47933,-8.560916,40.924178,78,1917.0,POINT (-8.560916000000001 40.924178)
5499,-8.399289,40.185828,69,1917.0,POINT (-8.399289 40.185828)
31318,-8.562134,41.176012,69,1919.0,POINT (-8.562134 41.176012)
26685,-8.431722,41.263064,69,1919.0,POINT (-8.431722000000001 41.263064)
18215,-9.275252,38.756703,69,1921.0,POINT (-9.275252 38.756703)
439,-9.353989,38.713373,71,1921.0,POINT (-9.353989 38.713373)
27865,-8.498809,41.257618,69,1921.0,POINT (-8.498809 41.257618)
15866,-8.577,41.158609,69,1921.0,POINT (-8.577 41.158609)
27543,-9.383464,38.913831,69,1922.0,POINT (-9.383464 38.913831)
26271,-9.170425,38.787001,69,1922.0,POINT (-9.170425 38.787001)
24706,-9.105703,38.753015,69,1922.0,POINT (-9.105703 38.753015)
21787,-9.220762,38.775829,69,1923.0,POINT (-9.220762000000001 38.775829)
1856,-9.147907,38.687546,69,1923.0,POINT (-9.147907 38.687546)
5718,-7.913676,38.567004,78,1924.0,POINT (-7.913676 38.567004)
27031,-9.137927,38.603049,69,1924.0,POINT (-9.137926999999999 38.603049)
15994,-8.646621,41.178075,69,1924.0,POINT (-8.646621 41.178075)
12416,-8.685455,41.173739,69,1925.0,POINT (-8.685454999999999 41.173739)
28050,-8.547138,41.276285,69,1925.0,POINT (-8.547138 41.276285)
32703,-8.580339,41.10336,69,1925.0,POINT (-8.580339 41.10336)
17382,-8.88288,38.542401,69,1926.0,POINT (-8.88288 38.542401)
18072,-9.377851,38.846598,69,1926.0,POINT (-9.377851 38.846598)
11631,-9.327388,38.935318,69,1926.0,POINT (-9.327387999999999 38.935318)
28252,-8.659226,41.103931,69,1927.0,POINT (-8.659226 41.103931)
22951,-9.146686,38.708485,69,1928.0,POINT (-9.146686000000001 38.708485)
11743,-9.276086,38.999091,69,1928.0,POINT (-9.276085999999999 38.999091)
20183,-8.809867,41.711636,145,1929.0,POINT (-8.809867000000001 41.711636)
20206,-8.721443,41.339763,69,1929.0,POINT (-8.721443000000001 41.339763)
31938,-8.660678,41.190325,69,1929.0,POINT (-8.660678000000001 41.190325)
28003,-8.535719,41.297993,69,1929.0,POINT (-8.535719 41.297993)
12874,-8.569907,38.679097,69,1929.0,POINT (-8.569907000000001 38.679097)
47277,-9.314678,38.768599,109,1930.0,POINT (-9.314678000000001 38.768599)
31769,-8.654421,41.188365,69,1930.0,POINT (-8.654420999999999 41.188365)
11324,-9.161064,38.842219,69,1930.0,POINT (-9.161064 38.842219)
18796,-9.228265,38.803793,69,1931.0,POINT (-9.228265 38.803793)
25185,-9.132971,38.746124,69,1932.0,POINT (-9.132971 38.746124)
25831,-8.546374,41.262274,69,1932.0,POINT (-8.546374 41.262274)
1018,-9.07563,38.654439,69,1933.0,POINT (-9.07563 38.654439)
24512,-9.113474,38.75175,69,1933.0,POINT (-9.113474 38.75175)
12963,-9.109204,38.866283,69,1933.0,POINT (-9.109204 38.866283)
27597,-8.574829,40.95881,69,1933.0,POINT (-8.574828999999999 40.95881)
19605,-8.545909,39.485182,69,1933.0,POINT (-8.545909 39.485182)
12207,-8.652638,41.190804,69,1934.0,POINT (-8.652638 41.190804)
8895,-9.174847,38.702638,69,1935.0,POINT (-9.174847 38.702638)
2489,-9.235266,38.715926,69,1935.0,POINT (-9.235265999999999 38.715926)
18410,-9.369373,38.835494,69,1936.0,POINT (-9.369373 38.835494)
12408,-8.66653,41.179308,69,1936.0,POINT (-8.66653 41.179308)
3512,-9.439814,38.697144,69,1936.0,POINT (-9.439814 38.697144)
45412,-9.197248,38.761284,69,1936.0,POINT (-9.197248 38.761284)
14462,-9.296237,38.708625,69,1937.0,POINT (-9.296237 38.708625)
3514,-9.421949,38.708308,69,1938.0,POINT (-9.421949 38.708308)
15292,-8.643202,41.148876,69,1938.0,POINT (-8.643202 41.148876)
16691,-8.544401,37.139349,69,1938.0,POINT (-8.544401000000001 37.139349)
23244,-9.198643,38.750793,69,1938.0,POINT (-9.198643000000001 38.750793)
4768,-7.491672,39.82684,69,1938.0,POINT (-7.491672 39.82684)
17647,-8.878532,38.538423,69,1938.0,POINT (-8.878532 38.538423)
31948,-8.661384,41.190194,69,1938.0,POINT (-8.661384 41.190194)
12988,-9.10393,38.86784,69,1939.0,POINT (-9.10393 38.86784)
26709,-8.377256,41.276115,69,1940.0,POINT (-8.377255999999999 41.276115)
31320,-8.56213,41.176027,69,1941.0,POINT (-8.56213 41.176027)
31962,-8.654517,41.188206,69,1941.0,POINT (-8.654517 41.188206)
7895,-9.112594,38.762179,89,1941.0,POINT (-9.112594 38.762179)
28443,-8.624812,41.126732,69,1941.0,POINT (-8.624812 41.126732)
6242,-8.899153,40.176929,69,1941.0,POINT (-8.899153 40.176929)
21969,-8.373873,41.563029,69,1942.0,POINT (-8.373873 41.563029)
17130,-9.086402,38.614993,69,1942.0,POINT (-9.086402 38.614993)
45078,-9.197137,38.762581,69,1942.0,POINT (-9.197137 38.762581)
12705,-8.965331,38.713206,69,1942.0,POINT (-8.965331000000001 38.713206)
1680,-9.232218,38.645169,69,1943.0,POINT (-9.232218 38.645169)
31936,-8.660657,41.190329,69,1943.0,POINT (-8.660657 41.190329)
18394,-9.376736,38.843998,69,1943.0,POINT (-9.376735999999999 38.843998)
31314,-8.562202,41.175844,69,1943.0,POINT (-8.562201999999999 41.175844)
45080,-9.197116,38.762637,69,1943.0,POINT (-9.197115999999999 38.762637)
17249,-9.097703,38.464957,69,1945.0,POINT (-9.097702999999999 38.464957)
48835,-9.149904,38.787838,69,1945.0,POINT (-9.149903999999999 38.787838)
19944,-8.530029,41.205979,69,1945.0,POINT (-8.530029000000001 41.205979)
6449,-8.354099,41.447756,69,1946.0,POINT (-8.354099 41.447756)
6300,-7.503811,40.137167,75,1946.0,POINT (-7.503811 40.137167)
26730,-8.363459,41.269454,69,1947.0,POINT (-8.363459000000001 41.269454)
9893,-9.144845,38.74055,69,1947.0,POINT (-9.144845 38.74055)
6450,-8.354101,41.447755,69,1947.0,POINT (-8.354101 41.447755)
29217,-9.141941,38.715512,69,1948.0,POINT (-9.141940999999999 38.715512)
11662,-9.310957,38.932349,69,1948.0,POINT (-9.310957 38.932349)
5327,-8.423845,40.211595,69,1948.0,POINT (-8.423845 40.211595)
19575,-8.541827,39.480094,75,1949.0,POINT (-8.541827 39.480094)
1983,-9.147529,38.685043,69,1950.0,POINT (-9.147529 38.685043)
459,-9.425821,38.701004,71,1950.0,POINT (-9.425820999999999 38.701004)
20741,-7.913974,40.656273,69,1950.0,POINT (-7.913974 40.656273)
568,-9.327629,38.72431,71,1950.0,POINT (-9.327629 38.72431)
32174,-8.637803,41.003194,69,1950.0,POINT (-8.637803 41.003194)
25223,-9.096842,38.747787,69,1950.0,POINT (-9.096842000000001 38.747787)
27962,-8.460064,41.33173,69,1952.0,POINT (-8.460063999999999 41.33173)
32156,-8.637298,41.002294,69,1954.0,POINT (-8.637297999999999 41.002294)
6301,-7.503811,40.137167,75,1955.0,POINT (-7.503811 40.137167)
3496,-9.352544,38.687244,89,1955.0,POINT (-9.352544 38.687244)
14847,-8.606054,41.153027,75,1955.0,POINT (-8.606054 41.153027)
28018,-8.57818,41.276001,69,1956.0,POINT (-8.57818 41.276001)
20768,-7.914068,40.656461,69,1956.0,POINT (-7.914068 40.656461)
11362,-9.165805,38.839041,69,1956.0,POINT (-9.165805000000001 38.839041)
23321,-9.114056,38.763016,69,1956.0,POINT (-9.114056 38.763016)
11759,-9.268535,38.92841,69,1957.0,POINT (-9.268535 38.92841)
17576,-8.8951,38.53952,69,1957.0,POINT (-8.895099999999999 38.53952)
13710,-9.242455,38.712897,69,1957.0,POINT (-9.242455 38.712897)
24568,-9.148117,38.728673,69,1958.0,POINT (-9.148116999999999 38.728673)
14319,-9.314236,38.709984,69,1958.0,POINT (-9.314235999999999 38.709984)
3068,-8.880187,38.92706,69,1960.0,POINT (-8.880186999999999 38.92706)
17919,-9.373048,38.787013,69,1960.0,POINT (-9.373048000000001 38.787013)
25222,-9.096848,38.74777,69,1961.0,POINT (-9.096848 38.74777)
25224,-9.096838,38.747802,69,1961.0,POINT (-9.096838 38.747802)
29105,-9.150943,38.708935,69,1961.0,POINT (-9.150943 38.708935)
27822,-8.46334,41.011856,69,1961.0,POINT (-8.463340000000001 41.011856)
16623,-8.536603,37.138957,69,1961.0,POINT (-8.536602999999999 37.138957)
29054,-9.133663,38.743275,69,1962.0,POINT (-9.133663 38.743275)
31209,-9.166633,38.673206,69,1962.0,POINT (-9.166632999999999 38.673206)
17678,-9.01317,38.51912,69,1962.0,POINT (-9.013170000000001 38.51912)
29184,-9.130007,38.718145,69,1963.0,POINT (-9.130007000000001 38.718145)
30739,-8.739698,41.358984,69,1963.0,POINT (-8.739698000000001 41.358984)
20312,-8.755519,41.369863,69,1964.0,POINT (-8.755519 41.369863)
49276,-9.158724,38.76435,71,1964.0,POINT (-9.158723999999999 38.76435)
22502,-8.497053,41.117073,69,1964.0,POINT (-8.497052999999999 41.117073)
2329,-9.236577,38.744079,69,1964.0,POINT (-9.236577 38.744079)
1028,-8.199953,39.457339,69,1964.0,POINT (-8.199953000000001 39.457339)
32702,-8.580362,41.103363,69,1964.0,POINT (-8.580361999999999 41.103363)
29276,-9.131673,38.741924,69,1964.0,POINT (-9.131672999999999 38.741924)
10928,-8.10832,37.075226,69,1965.0,POINT (-8.108320000000001 37.075226)
31018,-9.151776,38.64259,69,1965.0,POINT (-9.151776 38.64259)
14633,-8.622265,40.861049,69,1966.0,POINT (-8.622265000000001 40.861049)
1794,-9.154517,38.673008,69,1966.0,POINT (-9.154517 38.673008)
8159,-9.139928,38.714109,69,1966.0,POINT (-9.139927999999999 38.714109)
6433,-8.353477,41.447774,69,1966.0,POINT (-8.353477 41.447774)
22764,-8.498073,41.139634,69,1966.0,POINT (-8.498073 41.139634)
45169,-9.25226,38.699761,69,1967.0,POINT (-9.25226 38.699761)
6434,-8.353475,41.447773,69,1967.0,POINT (-8.353475 41.447773)
12831,-8.923602,38.661797,69,1968.0,POINT (-8.923602000000001 38.661797)
45156,-8.488826,40.885292,69,1968.0,POINT (-8.488826 40.885292)
32622,-8.540388,41.34037,69,1968.0,POINT (-8.540388 41.34037)
17403,-8.838047,38.516931,69,1969.0,POINT (-8.838047 38.516931)
27591,-8.60088,40.961417,69,1969.0,POINT (-8.60088 40.961417)
7635,-9.130131,38.74174,89,1969.0,POINT (-9.130131 38.74174)
22428,-8.47357,41.078094,69,1969.0,POINT (-8.47357 41.078094)
652,-8.465898,37.119981,145,1970.0,POINT (-8.465897999999999 37.119981)
27081,-9.309059,38.834323,69,1970.0,POINT (-9.309059 38.834323)
3466,-8.796585,39.168225,69,1970.0,POINT (-8.796585 39.168225)
20298,-8.73242,41.340702,69,1970.0,POINT (-8.732419999999999 41.340702)
30997,-8.640947,41.217014,69,1971.0,POINT (-8.640947000000001 41.217014)
27754,-8.545776,40.98862,69,1971.0,POINT (-8.545776 40.98862)
25530,-9.126366,38.73847,69,1971.0,POINT (-9.126366000000001 38.73847)
23743,-9.118706,38.773582,69,1971.0,POINT (-9.118706 38.773582)
20254,-8.695804,41.340803,69,1971.0,POINT (-8.695804000000001 41.340803)
26344,-9.191292,38.787641,69,1972.0,POINT (-9.191292000000001 38.787641)
10945,-8.00692,37.13187,69,1972.0,POINT (-8.006919999999999 37.13187)
26896,-9.106235,38.59642,69,1973.0,POINT (-9.106235 38.59642)
11142,-9.216243,38.895375,69,1973.0,POINT (-9.216243 38.895375)
17863,-9.254938,38.755519,69,1973.0,POINT (-9.254937999999999 38.755519)
27516,-9.326559,38.861574,69,1973.0,POINT (-9.326559 38.861574)
30632,-8.655631,41.194464,69,1974.0,POINT (-8.655631 41.194464)
27198,-9.39527,38.802384,69,1974.0,POINT (-9.39527 38.802384)
8998,-9.141682,38.749281,69,1975.0,POINT (-9.141681999999999 38.749281)
46577,-8.758383,41.378004,69,1975.0,POINT (-8.758383 41.378004)
2821,-8.62279,41.528179,69,1975.0,POINT (-8.62279 41.528179)
30266,-9.203967,38.902408,145,1976.0,POINT (-9.203967 38.902408)
24876,-9.124663,38.738294,69,1977.0,POINT (-9.124663 38.738294)
2863,-9.054396,38.662232,69,1977.0,POINT (-9.054396000000001 38.662232)
31507,-9.127683,38.620206,69,1977.0,POINT (-9.127682999999999 38.620206)
27916,-8.371365,41.361826,69,1977.0,POINT (-8.371365000000001 41.361826)
17862,-9.25494,38.755513,69,1977.0,POINT (-9.25494 38.755513)
19574,-8.541824,39.480094,75,1978.0,POINT (-8.541824 39.480094)
3885,-9.398829,38.741039,69,1978.0,POINT (-9.398828999999999 38.741039)
30759,-8.740107,41.359286,69,1978.0,POINT (-8.740107 41.359286)
23307,-9.169357,38.718342,69,1979.0,POINT (-9.169357 38.718342)
539,-9.435095,38.700171,71,1979.0,POINT (-9.435095 38.700171)
27384,-9.329633,38.877845,69,1980.0,POINT (-9.329632999999999 38.877845)
25866,-8.651842,41.267363,69,1980.0,POINT (-8.651842 41.267363)
19988,-8.556148,41.207528,69,1980.0,POINT (-8.556148 41.207528)
9044,-9.175608,38.754528,69,1981.0,POINT (-9.175608 38.754528)
30737,-8.739712,41.359001,69,1981.0,POINT (-8.739712000000001 41.359001)
32767,-8.563198,41.104351,69,1982.0,POINT (-8.563198 41.104351)
32096,-9.229742,38.760745,69,1982.666667,POINT (-9.229742 38.760745)
32130,-8.465602,41.585853,69,1983.0,POINT (-8.465602000000001 41.585853)
25225,-9.096831,38.747823,69,1983.0,POINT (-9.096831 38.747823)
46430,-8.66716,41.153628,69,1984.0,POINT (-8.667160000000001 41.153628)
27421,-9.346645,38.758792,69,1984.0,POINT (-9.346645000000001 38.758792)
26174,-8.481376,40.840266,69,1985.0,POINT (-8.481375999999999 40.840266)
17243,-9.097486,38.464864,69,1985.0,POINT (-9.097486 38.464864)
27983,-8.566748,41.283413,69,1986.0,POINT (-8.566748 41.283413)
12799,-8.954657,38.683601,69,1987.0,POINT (-8.954656999999999 38.683601)
15030,-8.613345,41.17442,89,1988.0,POINT (-8.613345000000001 41.17442)
1172,-8.448379,40.576375,78,1988.0,POINT (-8.448378999999999 40.576375)
8580,-9.155126,38.719832,69,1988.0,POINT (-9.155125999999999 38.719832)
28541,-8.598616,41.025778,69,1988.0,POINT (-8.598616 41.025778)
12957,-9.106589,38.871522,89,1989.0,POINT (-9.106589 38.871522)
27575,-8.591022,40.96939,69,1989.0,POINT (-8.591022000000001 40.96939)
27455,-9.38365,38.852838,69,1989.0,POINT (-9.383649999999999 38.852838)
24825,-9.118871,38.743552,69,1990.0,POINT (-9.118871 38.743552)
177,-9.430597,38.709762,71,1991.0,POINT (-9.430597000000001 38.709762)
16406,-8.640542,41.148501,69,1991.0,POINT (-8.640542 41.148501)
24378,-9.179742,38.702978,69,1991.0,POINT (-9.179741999999999 38.702978)
27170,-9.343901,38.764883,69,1992.0,POINT (-9.343901000000001 38.764883)
14245,-9.237366,38.716432,69,1992.0,POINT (-9.237366 38.716432)
178,-9.430597,38.709765,71,1992.0,POINT (-9.430597000000001 38.709765)
25186,-9.118218,38.720395,69,1992.0,POINT (-9.118218000000001 38.720395)
27199,-9.395274,38.802384,69,1992.0,POINT (-9.395274000000001 38.802384)
24975,-9.163526,38.787715,69,1993.0,POINT (-9.163525999999999 38.787715)
26249,-9.21967,38.793688,69,1993.0,POINT (-9.219670000000001 38.793688)
30836,-8.73591,41.354138,69,1994.0,POINT (-8.735910000000001 41.354138)
11729,-9.258846,38.957856,69,1995.0,POINT (-9.258846 38.957856)
24252,-9.117837,38.739856,69,1995.0,POINT (-9.117837 38.739856)
47738,-8.646476,40.626869,109,1995.0,POINT (-8.646476 40.626869)
4777,-7.491725,39.826879,69,1995.0,POINT (-7.491725 39.826879)
16795,-8.771741,41.391929,69,1996.0,POINT (-8.771741 41.391929)
27952,-8.385568,41.349811,69,1996.0,POINT (-8.385567999999999 41.349811)
17373,-8.867917,38.525938,89,1996.0,POINT (-8.867917 38.525938)
13891,-9.25387,38.716029,69,1997.0,POINT (-9.253869999999999 38.716029)
25989,-8.583184,41.252542,69,1997.0,POINT (-8.583183999999999 41.252542)
28623,-8.600573,41.083111,69,1998.0,POINT (-8.600573000000001 41.083111)
23843,-9.201468,38.748561,69,1999.0,POINT (-9.201468 38.748561)
30507,-8.647489,41.20806,69,1999.0,POINT (-8.647489 41.20806)
28398,-8.626838,41.125763,69,2000.0,POINT (-8.626837999999999 41.125763)
31057,-9.153083,38.648435,69,2000.0,POINT (-9.153083000000001 38.648435)
26097,-8.476178,40.838239,69,2000.0,POINT (-8.476178000000001 40.838239)
20122,-8.802208,41.681122,69,2001.0,POINT (-8.802208 41.681122)
30773,-8.615203,41.269155,69,2001.0,POINT (-8.615202999999999 41.269155)
17309,-9.103561,38.459671,69,2001.0,POINT (-9.103560999999999 38.459671)
19610,-8.522762,39.464284,69,2001.0,POINT (-8.522762 39.464284)
27427,-9.326488,38.857857,69,2001.0,POINT (-9.326487999999999 38.857857)
27978,-8.57649,41.336866,69,2002.0,POINT (-8.57649 41.336866)
11918,-8.682853,41.182529,89,2002.0,POINT (-8.682853 41.182529)
27155,-9.264789,38.826217,69,2003.0,POINT (-9.264789 38.826217)
32625,-8.540372,41.340369,69,2003.0,POINT (-8.540372 41.340369)
31853,-8.685561,41.188195,69,2004.0,POINT (-8.685561 41.188195)
25709,-9.159583,38.758179,69,2004.0,POINT (-9.159583 38.758179)
20605,-8.124568,37.102422,89,2004.0,POINT (-8.124568 37.102422)
23641,-9.12531,38.73062,69,2004.0,POINT (-9.125310000000001 38.73062)
20299,-8.732417,41.3407,69,2004.0,POINT (-8.732417 41.3407)
7570,-9.154789,38.759515,69,2004.0,POINT (-9.154788999999999 38.759515)
2049,-9.16436,38.66795,69,2005.0,POINT (-9.16436 38.66795)
14848,-8.606054,41.153027,75,2005.0,POINT (-8.606054 41.153027)
27705,-8.527042,40.931548,69,2005.0,POINT (-8.527042 40.931548)
20362,-8.727131,41.360491,69,2005.0,POINT (-8.727131 41.360491)
26897,-9.106236,38.596417,69,2005.0,POINT (-9.106236000000001 38.596417)
26237,-9.17107,38.794439,69,2006.0,POINT (-9.17107 38.794439)
26150,-8.47425,40.890492,69,2006.0,POINT (-8.47425 40.890492)
22128,-8.630043,40.989741,69,2006.0,POINT (-8.630043000000001 40.989741)
15874,-8.651756,41.179339,69,2006.0,POINT (-8.651756000000001 41.179339)
19818,-9.308123,39.088085,69,2007.0,POINT (-9.308123 39.088085)
1232,-8.249195,37.092018,69,2007.0,POINT (-8.249195 37.092018)
27317,-9.368496,38.814799,69,2007.0,POINT (-9.368496 38.814799)
1921,-9.236314,38.670753,69,2007.0,POINT (-9.236314 38.670753)
17355,-8.884772,38.546079,69,2008.0,POINT (-8.884772 38.546079)
26088,-8.47726,40.839791,69,2008.0,POINT (-8.477259999999999 40.839791)
12534,-8.706885,41.224205,69,2008.0,POINT (-8.706885 41.224205)
19720,-8.404927,39.602769,69,2009.0,POINT (-8.404927000000001 39.602769)
24237,-9.190718,38.697953,69,2009.0,POINT (-9.190718 38.697953)
45040,-7.903802,38.581777,109,2010.0,POINT (-7.903802 38.581777)
28259,-8.632587,41.109513,69,2010.0,POINT (-8.632586999999999 41.109513)
18452,-9.229763,38.794923,69,2010.0,POINT (-9.229763 38.794923)
24832,-9.119751,38.746262,69,2010.0,POINT (-9.119751000000001 38.746262)
7575,-9.139252,38.714453,69,2011.0,POINT (-9.139252000000001 38.714453)
19625,-8.540654,39.472594,69,2012.0,POINT (-8.540654 39.472594)
11303,-9.162388,38.843202,69,2013.0,POINT (-9.162388 38.843202)
29416,-9.161219,38.724486,69,2013.0,POINT (-9.161218999999999 38.724486)
25725,-8.608088,41.223454,69,2013.0,POINT (-8.608088 41.223454)
21766,-9.234352,38.758047,69,2013.0,POINT (-9.234351999999999 38.758047)
31241,-9.1521,38.682554,69,2013.0,POINT (-9.152100000000001 38.682554)
31281,-8.606231,41.119772,69,2014.0,POINT (-8.606230999999999 41.119772)
22129,-8.630043,40.989742,69,2015.0,POINT (-8.630043000000001 40.989742)
5436,-8.432857,40.214564,69,2015.0,POINT (-8.432857 40.214564)
45264,-9.22991,38.797868,69,2015.0,POINT (-9.22991 38.797868)
3044,-9.044617,38.594363,69,2016.0,POINT (-9.044617000000001 38.594363)
47790,-8.608541,41.539545,109,2016.0,POINT (-8.608541000000001 41.539545)
11782,-9.26257,38.966851,69,2017.0,POINT (-9.26257 38.966851)
12757,-8.978282,38.708674,69,2018.0,POINT (-8.978282 38.708674)
1687,-9.202833,38.636279,69,2018.0,POINT (-9.202833 38.636279)
19823,-9.335028,39.08993,69,2018.0,POINT (-9.335027999999999 39.08993)
17502,-8.89218,38.52907,69,2018.0,POINT (-8.89218 38.52907)
31280,-8.606231,41.119772,69,2018.0,POINT (-8.606230999999999 41.119772)
27440,-9.247054,38.782303,69,2018.0,POINT (-9.247054 38.782303)
7776,-9.152728,38.733393,69,2019.0,POINT (-9.152728 38.733393)
28006,-8.574859,41.26961,69,2019.0,POINT (-8.574859 41.26961)
47017,-8.644202,40.643007,69,2020.0,POINT (-8.644202 40.643007)
24055,-9.165485,38.774761,69,2020.0,POINT (-9.165485 38.774761)
4786,-7.489267,39.818887,69,2020.0,POINT (-7.489267 39.818887)
29395,-9.135964,38.717273,69,2020.0,POINT (-9.135964 38.717273)
7212,-9.120265,38.763936,69,2021.0,POINT (-9.120265 38.763936)
5533,-8.407547,40.221452,69,2022.0,POINT (-8.407546999999999 40.221452)
17374,-8.89453,38.52505,69,2022.0,POINT (-8.89453 38.52505)
17277,-9.104422,38.474795,69,2022.0,POINT (-9.104422 38.474795)
1053,-8.198057,39.460845,69,2022.0,POINT (-8.198057 39.460845)
3602,-9.392735,38.703353,69,2022.0,POINT (-9.392735 38.703353)
16943,-8.695675,39.240242,69,2022.0,POINT (-8.695675 39.240242)
31293,-8.606244,41.119653,69,2023.0,POINT (-8.606244 41.119653)
26801,-9.105367,38.622872,69,2023.0,POINT (-9.105366999999999 38.622872)
28664,-8.581437,41.130787,69,2023.0,POINT (-8.581436999999999 41.130787)
7733,-9.104713,38.77357,69,2024.0,POINT (-9.104713 38.77357)
