Region_of_Origin,District_of_Origin,County_of_Origin,Region_of_Public_Transportation,District_of_Public_Transportation,County_of_Public_Transportation,Parish_of_Public_Transportation,Demand_weight,user_av,Avg_daily_travellers
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",3.1e-05,21493.710559000003,0.6663050273290001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",4.7e-05,21493.710559000003,1.010204396273
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000386,21493.710559000003,8.296572275774
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,3.4e-05,21493.710559000003,0.7307861590060001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,3.4e-05,21493.710559000003,0.7307861590060001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,3e-06,21493.710559000003,0.06448113167700001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,5e-06,21493.710559000003,0.10746855279500002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,0.000285,21493.710559000003,6.125707509315
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,4.3e-05,21493.710559000003,0.9242295540370001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Valongo,8e-06,21493.710559000003,0.17194968447200001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Ramalde,5e-06,21493.710559000003,0.10746855279500002
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,1.7e-05,21493.710559000003,0.36539307950300004
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,4e-06,21493.710559000003,0.08597484223600001
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,2e-06,21493.710559000003,0.042987421118000003
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Paranhos,3.5e-05,21493.710559000003,0.752279869565
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Ermesinde,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,2e-06,21493.710559000003,0.042987421118000003
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",1.4e-05,21493.710559000003,0.30091194782600006
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Bonfim,7e-06,21493.710559000003,0.15045597391300003
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,Loures,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",6e-06,21493.710559000003,0.12896226335400002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PORTO,Campanhã,2.5e-05,21493.710559000003,0.5373427639750001
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,1.4e-05,21493.710559000003,0.30091194782600006
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,1.1e-05,21493.710559000003,0.23643081614900002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Águas Santas,2e-06,21493.710559000003,0.042987421118000003
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Moreira,2e-06,21493.710559000003,0.042987421118000003
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Castêlo da Maia,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,MAIA,Milheirós,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,GONDOMAR,"União das freguesias de Gondomar (São Cosme), Valbom e Jovim",0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,1e-06,21493.710559000003,0.021493710559000002
R1 - AM Lisboa,Lisboa,Oeiras,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Gulpilhares e Valadares,0.0,21493.710559000003,0.0
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.076509,6788.802434545454,519.4044854646381
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.059044,6788.802434545454,400.8380509453018
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.085409,6788.802434545454,579.8248271320927
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.077038,6788.802434545454,522.9957619525127
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.04802,6788.802434545454,325.99829290687273
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.017442,6788.802434545454,118.4102920633418
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.00439,6788.802434545454,29.802842687654543
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.06389,6788.802434545454,433.73658754310907
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.085503,6788.802434545454,580.46297456094
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.072259,6788.802434545454,490.55207511782
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.020379,6788.802434545454,138.34900481360182
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.026228,6788.802434545454,178.0567102532582
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.012739,6788.802434545454,86.48255421367455
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.032394,6788.802434545454,219.91646606466543
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.027492,6788.802434545454,186.63775653052363
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.034459,6788.802434545454,233.93534309200177
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.003242,6788.802434545454,22.009297492796364
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.043454,6788.802434545454,295.0006209907382
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.059911,6788.802434545454,406.7239426560527
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.062815,6788.802434545454,426.43862492597265
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.026174,6788.802434545454,177.6901149217927
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.010977,6788.802434545454,74.52068432400546
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.011798,6788.802434545454,80.09429112276726
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.001337,6788.802434545454,9.076628854987273
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.016054,6788.802434545454,108.98743428419272
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,0.000543,6788.802434545454,3.6863197219581814
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.003548,6788.802434545454,24.08667103776727
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,0.001214,6788.802434545454,8.241606155538182
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.001727,6788.802434545454,11.72426180446
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.011537,6788.802434545454,78.3224136873509
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,0.000173,6788.802434545454,1.1744628211763637
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Pontinha e Famões,0.000645,6788.802434545454,4.378777570281818
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Sacavém e Prior Velho,0.000515,6788.802434545454,3.4962332537909093
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Venteira,0.0001,6788.802434545454,0.6788802434545455
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,Odivelas,9.4e-05,6788.802434545454,0.6381474288472726
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Aldoar, Foz do Douro e Nevogilde",9.5e-05,6788.802434545454,0.6449362312818182
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,"União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",0.000174,6788.802434545454,1.181251623610909
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,"União das freguesias de Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",0.000151,6788.802434545454,1.0251091676163637
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Laranjeiro e Feijó,7.5e-05,6788.802434545454,0.509160182590909
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Charneca de Caparica e Sobreda,7.5e-05,6788.802434545454,0.509160182590909
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de Matosinhos e Leça da Palmeira,0.000117,6788.802434545454,0.7942898848418182
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Póvoa de Santo Adrião e Olival Basto,1.3e-05,6788.802434545454,0.0882544316490909
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,União das freguesias de Lordelo do Ouro e Massarelos,1e-05,6788.802434545454,0.06788802434545455
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,OEIRAS,Barcarena,1.7e-05,6788.802434545454,0.11540964138727272
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Valongo,1e-05,6788.802434545454,0.06788802434545455
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Ramalde,1e-06,6788.802434545454,0.0067888024345454535
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,ALMADA,União das freguesias de Caparica e Trafaria,2.2e-05,6788.802434545454,0.14935365356
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Cidade da Maia,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Camarate, Unhos e Apelação",1.1e-05,6788.802434545454,0.07467682678
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,ODIVELAS,União das freguesias de Ramada e Caneças,1.1e-05,6788.802434545454,0.07467682678
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Paranhos,5e-06,6788.802434545454,0.03394401217272727
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Ermesinde,2e-06,6788.802434545454,0.013577604869090907
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,Alfena,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,SETÚBAL,SEIXAL,Corroios,1.6e-05,6788.802434545454,0.10862083895272726
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Custóias, Leça do Balio e Guifões",3.3e-05,6788.802434545454,0.22403048034
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,SINTRA,União das freguesias de Queluz e Belas,9e-06,6788.802434545454,0.061099221910909086
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,AMADORA,Mina de Água,9e-06,6788.802434545454,0.061099221910909086
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Bonfim,2e-05,6788.802434545454,0.1357760486909091
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Santo António dos Cavaleiros e Frielas,4e-06,6788.802434545454,0.027155209738181814
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,Loures,4e-06,6788.802434545454,0.027155209738181814
R1 - AM Lisboa,Lisboa,Sintra,R1 - AM Lisboa,LISBOA,LOURES,"União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",7e-06,6788.802434545454,0.047521617041818176
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VALONGO,União das freguesias de Campo e Sobrado,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,SANTO TIRSO,Água Longa,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,Baguim do Monte (Rio Tinto),1e-06,6788.802434545454,0.0067888024345454535
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,"União das freguesias de Perafita, Lavra e Santa Cruz do Bispo",8e-06,6788.802434545454,0.05431041947636363
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PORTO,Campanhã,2e-06,6788.802434545454,0.013577604869090907
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Santa Marinha e São Pedro da Afurada,8e-06,6788.802434545454,0.05431041947636363
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MATOSINHOS,União das freguesias de São Mamede de Infesta e Senhora da Hora,2.1e-05,6788.802434545454,0.14256485112545453
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Recarei,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Lordelo,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Aguiar de Sousa,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,União das freguesias de Fânzeres e São Pedro da Cova,1e-06,6788.802434545454,0.0067888024345454535
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,PAREDES,Gandra,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,SANTO TIRSO,Agrela,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,GONDOMAR,Rio Tinto,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Folgosa,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Águas Santas,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Moreira,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Mafamude e Vilar do Paraíso,8e-06,6788.802434545454,0.05431041947636363
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Vila Nova da Telha,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,MAIA,Pedrouços,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA DO CONDE,Aveleda,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canidelo,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Madalena,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Oliveira do Douro,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Canelas,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Avintes,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,Vilar de Andorinho,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Sintra,R2 - AM Porto,PORTO,VILA NOVA DE GAIA,União das freguesias de Pedroso e Seixezelo,0.0,6788.802434545454,0.0
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Benfica,0.020385,8342.279507181818,170.05736775390136
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,São Domingos de Benfica,0.016061,8342.279507181818,133.98535116484717
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Belém,0.053413,8342.279507181818,445.58617531710246
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Alvalade,0.210287,8342.279507181818,1754.272930726743
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Olivais,0.180072,8342.279507181818,1502.2109554172443
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Carnide,0.004062,8342.279507181818,33.88633935817254
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Alfragide,0.001025,8342.279507181818,8.550836494861365
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Estrela,0.07881,8342.279507181818,657.4550479609991
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Campolide,0.018998,8342.279507181818,158.48662607744018
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Santo António,0.033503,8342.279507181818,279.49139032911245
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Lumiar,0.042327,8342.279507181818,353.1036647004848
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Alcântara,0.019962,8342.279507181818,166.52858352236345
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,"União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",0.003867,8342.279507181818,32.259594854272095
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Avenidas Novas,0.026632,8342.279507181818,222.17158783526617
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Parque das Nações,0.067335,8342.279507181818,561.7273906160877
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Santa Maria Maior,0.022528,8342.279507181818,187.934872737792
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Águas Livres,0.000312,8342.279507181818,2.602791206240727
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Arroios,0.040052,8342.279507181818,334.12497882164615
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Campo de Ourique,0.014718,8342.279507181818,122.781669786702
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Misericórdia,0.026394,8342.279507181818,220.18612531255692
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Areeiro,0.046127,8342.279507181818,384.80432682777575
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Marvila,0.028281,8342.279507181818,235.928006742609
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Ajuda,0.004595,8342.279507181818,38.33277433550045
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Santa Clara,0.001184,8342.279507181818,9.877258936503273
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Penha de França,0.00813,8342.279507181818,67.82273239338818
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Falagueira-Venda Nova,5.6e-05,8342.279507181818,0.46716765240218183
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,Beato,0.006358,8342.279507181818,53.040213106662
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,OEIRAS,União das freguesias de Carnaxide e Queijas,9.7e-05,8342.279507181818,0.8092011121966364
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LOURES,União das freguesias de Moscavide e Portela,0.002203,8342.279507181818,18.378041754321547
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,LISBOA,São Vicente,0.014926,8342.279507181818,124.51686392419582
R1 - AM Lisboa,Lisboa,Vila Franca de Xira,R1 - AM Lisboa,LISBOA,AMADORA,Encosta do Sol,3.2e-05,8342.279507181818,0.2669529442298182
